date,district,temperature,humidity,rainfall,wind_speed
2024-08-19,Chittagong,27.32,93.07,88.52,4.98
2024-08-20,Chittagong,27.8,91.64,77.63,4.13
2024-08-21,Chittagong,27.7,90.47,84.95,3.89
2024-08-22,Chittagong,27.21,93.17,105.92,4.02
2024-08-23,Chittagong,27.27,91.36,40.99,3.65
2024-08-24,Chittagong,26.87,92.86,8.31,2.39
2024-08-25,Chittagong,26.58,92.57,60.09,3.13
2024-08-26,Chittagong,26.94,91.4,57.44,3.46
2024-08-27,Chittagong,27.35,88.84,10.6,2.75
2024-08-28,Chittagong,27.6,88.74,13.98,1.95
2024-08-29,Chittagong,28.29,85.73,10.85,1.34
2024-08-30,Chittagong,28.74,85.66,9.82,2.15
2024-08-31,Chittagong,28.2,89.4,9.14,2.68
2024-09-01,Chittagong,28.45,87.54,3.02,2.02
2024-09-02,Chittagong,28.14,86.64,12.94,1.42
2024-09-03,Chittagong,28.16,86.0,14.08,1.34
2024-09-04,Chittagong,28.64,84.2,4.42,1.54
2024-09-05,Chittagong,28.67,83.91,3.8,1.18
2024-09-06,Chittagong,29.87,82.17,31.59,1.51
2024-09-07,Chittagong,29.43,82.78,25.84,1.37
2024-09-08,Chittagong,28.94,88.72,5.23,1.59
2024-09-09,Chittagong,28.84,89.06,4.14,2.97
2024-09-10,Chittagong,28.64,90.03,8.72,2.72
2024-09-11,Chittagong,28.88,89.31,24.44,2.19
2024-09-12,Chittagong,28.83,91.95,20.09,2.75
2024-09-13,Chittagong,28.47,92.04,121.44,2.71
2024-09-14,Chittagong,27.31,94.18,61.28,6.01
2024-09-15,Chittagong,26.24,93.44,45.66,4.82
2024-09-16,Chittagong,28.04,88.2,12.26,2.73
2024-09-17,Chittagong,28.63,86.73,1.56,1.71
2024-09-18,Chittagong,29.4,85.87,8.65,1.27
2024-09-19,Chittagong,29.96,87.44,24.58,1.52
2024-09-20,Chittagong,30.89,83.6,21.27,1.2
2024-09-21,Chittagong,29.03,92.52,43.04,1.73
2024-09-22,Chittagong,30.56,80.56,4.51,1.02
2024-09-23,Chittagong,28.87,89.53,4.81,1.92
2024-09-24,Chittagong,28.51,88.55,8.91,2.76
2024-09-25,Chittagong,26.87,91.33,55.64,3.86
2024-09-26,Chittagong,27.6,89.54,11.54,1.87
2024-09-27,Chittagong,27.97,84.79,6.08,1.59
2024-09-28,Chittagong,28.3,84.03,5.13,1.51
2024-09-29,Chittagong,28.52,86.14,3.82,1.73
2024-09-30,Chittagong,28.35,89.52,5.79,1.93
2024-10-01,Chittagong,29.38,85.44,13.6,0.96
2024-10-02,Chittagong,28.22,91.59,18.25,2.25
2024-10-03,Chittagong,26.78,90.95,71.51,3.7
2024-10-04,Chittagong,27.57,89.08,11.6,4.04
2024-10-05,Chittagong,27.57,90.27,10.1,3.19
2024-10-06,Chittagong,27.92,86.15,13.83,1.4
2024-10-07,Chittagong,28.61,80.6,5.0,0.73
2024-10-08,Chittagong,28.43,80.36,2.87,1.01
2024-10-09,Chittagong,27.97,82.56,8.53,1.07
2024-10-10,Chittagong,27.77,81.68,3.61,0.68
2024-10-11,Chittagong,28.03,82.72,7.11,1.2
2024-10-12,Chittagong,28.54,76.89,5.99,0.67
2024-10-13,Chittagong,28.06,82.22,2.34,1.47
2024-10-14,Chittagong,27.3,82.01,0.28,1.59
2024-10-15,Chittagong,27.39,78.08,0.0,1.17
2024-10-16,Chittagong,28.44,76.05,0.0,0.82
2024-10-17,Chittagong,28.23,77.2,1.17,1.06
2024-10-18,Chittagong,28.48,73.24,3.44,1.0
2024-10-19,Chittagong,28.56,76.78,25.06,0.89
2024-10-20,Chittagong,27.41,82.06,10.49,1.54
2024-10-21,Chittagong,27.59,82.13,0.2,1.26
2024-10-22,Chittagong,28.61,79.64,1.06,1.01
2024-10-23,Chittagong,26.83,86.57,15.69,1.65
2024-10-24,Chittagong,26.51,89.13,22.74,1.96
2024-10-25,Chittagong,27.25,87.29,2.88,2.73
2024-10-26,Chittagong,27.5,85.27,2.15,1.75
2024-10-27,Chittagong,28.09,77.8,0.24,0.95
2024-10-28,Chittagong,27.15,84.54,0.0,1.52
2024-10-29,Chittagong,27.41,81.57,0.01,1.2
2024-10-30,Chittagong,27.49,76.97,0.01,0.99
2024-10-31,Chittagong,28.01,80.12,1.89,0.81
2024-11-01,Chittagong,27.93,79.04,2.93,0.86
2024-11-02,Chittagong,26.74,80.9,2.6,1.41
2024-11-03,Chittagong,26.78,81.83,1.61,1.67
2024-11-04,Chittagong,27.86,72.23,18.07,0.93
2024-11-05,Chittagong,27.55,74.21,2.0,0.74
2024-11-06,Chittagong,26.78,75.38,1.28,1.33
2024-11-07,Chittagong,26.37,71.85,1.98,0.68
2024-11-08,Chittagong,26.22,68.28,0.0,0.73
2024-11-09,Chittagong,27.06,65.9,0.0,0.69
2024-11-10,Chittagong,26.62,72.06,0.08,1.04
2024-11-11,Chittagong,26.76,77.88,0.07,1.2
2024-11-12,Chittagong,26.29,84.74,0.33,1.77
2024-11-13,Chittagong,25.5,82.71,0.0,1.99
2024-11-14,Chittagong,23.79,82.28,0.0,2.05
2024-11-15,Chittagong,22.87,80.26,0.0,1.87
2024-11-16,Chittagong,22.28,78.09,0.0,1.96
2024-11-17,Chittagong,22.26,77.74,0.0,1.78
2024-11-18,Chittagong,22.56,75.77,0.0,1.45
2024-11-19,Chittagong,23.35,77.96,0.0,1.37
2024-11-20,Chittagong,24.01,74.68,0.0,1.27
2024-11-21,Chittagong,23.86,76.19,0.0,1.29
2024-11-22,Chittagong,23.28,72.8,0.0,1.44
2024-11-23,Chittagong,23.79,59.73,0.0,1.01
2024-11-24,Chittagong,22.77,66.5,0.0,1.19
2024-11-25,Chittagong,21.18,78.56,0.0,1.88
2024-11-26,Chittagong,21.0,77.76,0.0,1.55
2024-11-27,Chittagong,21.36,74.78,0.0,1.29
2024-11-28,Chittagong,22.42,79.8,0.0,1.78
2024-11-29,Chittagong,23.75,85.88,0.0,1.66
2024-11-30,Chittagong,24.59,83.75,0.04,1.33
2024-12-01,Chittagong,24.09,83.03,0.71,1.58
2024-12-02,Chittagong,22.65,84.12,0.26,1.8
2024-12-03,Chittagong,22.82,82.94,0.0,1.82
2024-12-04,Chittagong,21.17,82.9,0.0,2.09
2024-12-05,Chittagong,19.74,81.27,0.0,2.07
2024-12-06,Chittagong,19.45,76.94,0.0,1.96
2024-12-07,Chittagong,18.36,76.86,0.0,2.0
2024-12-08,Chittagong,18.88,73.31,0.0,1.56
2024-12-09,Chittagong,19.84,72.34,0.0,1.21
2024-12-10,Chittagong,19.88,83.27,0.0,2.37
2024-12-11,Chittagong,18.11,83.91,0.0,2.6
2024-12-12,Chittagong,17.34,83.95,0.0,1.96
2024-12-13,Chittagong,17.48,86.06,0.0,1.99
2024-12-14,Chittagong,17.22,85.04,0.0,2.4
2024-12-15,Chittagong,17.27,80.74,0.0,1.93
2024-12-16,Chittagong,19.09,80.87,0.0,1.31
2024-12-17,Chittagong,21.6,76.79,0.0,1.1
2024-12-18,Chittagong,21.83,79.96,0.0,1.47
2024-12-19,Chittagong,21.1,81.08,0.0,1.56
2024-12-20,Chittagong,20.07,77.19,0.0,1.47
2024-12-21,Chittagong,19.66,75.31,0.53,1.78
2024-12-22,Chittagong,19.99,78.84,0.74,2.25
2024-12-23,Chittagong,19.08,77.11,0.11,1.74
2024-12-24,Chittagong,19.72,76.37,0.0,1.34
2024-12-25,Chittagong,19.71,75.25,0.0,1.76
2024-12-26,Chittagong,19.49,83.78,0.0,2.32
2024-12-27,Chittagong,19.51,77.2,0.0,2.12
2024-12-28,Chittagong,20.09,70.94,0.0,1.24
2024-12-29,Chittagong,19.96,73.68,0.0,1.52
2024-12-30,Chittagong,19.6,78.74,0.0,2.04
2024-12-31,Chittagong,18.2,82.84,0.0,2.13
2025-01-01,Chittagong,17.48,83.96,0.0,1.86
2025-01-02,Chittagong,17.66,84.03,0.0,1.94
2025-01-03,Chittagong,17.77,83.78,0.0,1.62
2025-01-04,Chittagong,18.82,85.11,0.0,1.3
2025-01-05,Chittagong,20.29,82.46,0.0,1.16
2025-01-06,Chittagong,21.16,79.67,0.0,1.17
2025-01-07,Chittagong,20.52,84.86,0.0,1.24
2025-01-08,Chittagong,19.7,81.56,0.0,1.52
2025-01-09,Chittagong,17.18,80.66,0.0,2.15
2025-01-10,Chittagong,17.14,78.09,0.0,1.92
2025-01-11,Chittagong,18.94,70.46,0.0,1.43
2025-01-12,Chittagong,20.98,61.92,0.0,1.18
2025-01-13,Chittagong,20.57,66.93,0.0,1.11
2025-01-14,Chittagong,19.78,71.12,0.0,1.83
2025-01-15,Chittagong,18.83,76.42,0.0,1.82
2025-01-16,Chittagong,20.74,69.71,0.0,1.12
2025-01-17,Chittagong,20.75,70.94,0.0,1.64
2025-01-18,Chittagong,19.71,74.93,0.0,1.81
2025-01-19,Chittagong,18.65,74.84,0.0,2.01
2025-01-20,Chittagong,18.32,73.18,0.0,1.65
2025-01-21,Chittagong,18.38,75.23,0.0,1.63
2025-01-22,Chittagong,18.46,78.37,0.0,1.71
2025-01-23,Chittagong,18.5,78.22,0.0,1.81
2025-01-24,Chittagong,19.16,70.69,0.0,1.85
2025-01-25,Chittagong,19.22,70.69,0.0,2.04
2025-01-26,Chittagong,18.39,70.87,0.0,2.25
2025-01-27,Chittagong,18.39,70.48,0.0,1.6
2025-01-28,Chittagong,19.38,69.11,0.0,1.31
2025-01-29,Chittagong,19.39,63.85,0.0,1.45
2025-01-30,Chittagong,19.45,69.37,0.06,1.42
2025-01-31,Chittagong,20.43,82.1,0.06,1.88
2025-02-01,Chittagong,21.67,81.41,0.33,1.26
2025-02-02,Chittagong,21.81,77.41,0.0,1.14
2025-02-03,Chittagong,21.49,69.54,0.0,1.68
2025-02-04,Chittagong,20.81,61.82,0.0,1.78
2025-02-05,Chittagong,21.07,62.28,0.0,1.39
2025-02-06,Chittagong,22.4,67.37,0.0,1.44
2025-02-07,Chittagong,21.43,65.94,0.0,1.79
2025-02-08,Chittagong,19.21,56.06,0.0,2.26
2025-02-09,Chittagong,19.35,52.34,0.0,1.72
2025-02-10,Chittagong,20.11,55.21,3.03,1.58
2025-02-11,Chittagong,20.87,71.85,0.0,1.78
2025-02-12,Chittagong,22.24,82.46,0.0,1.84
2025-02-13,Chittagong,22.7,83.23,0.0,2.31
2025-02-14,Chittagong,23.31,68.75,0.01,1.68
2025-02-15,Chittagong,22.19,57.29,0.0,1.4
2025-02-16,Chittagong,23.02,50.51,0.0,1.28
2025-02-17,Chittagong,23.96,53.37,0.0,1.23
2025-02-18,Chittagong,24.18,62.76,0.0,1.44
2025-02-19,Chittagong,24.16,67.92,0.02,1.15
2025-02-20,Chittagong,24.51,65.94,0.12,1.53
2025-02-21,Chittagong,24.51,62.97,0.0,1.37
2025-02-22,Chittagong,25.39,61.48,0.01,1.34
2025-02-23,Chittagong,24.48,60.54,0.0,1.46
2025-02-24,Chittagong,24.25,60.01,0.0,2.1
2025-02-25,Chittagong,23.78,54.8,0.0,2.08
2025-02-26,Chittagong,23.72,49.81,0.0,2.13
2025-02-27,Chittagong,23.82,50.88,0.0,1.67
2025-02-28,Chittagong,24.44,53.32,0.0,1.43
2025-03-01,Chittagong,24.69,60.34,2.81,1.47
2025-03-02,Chittagong,25.23,77.78,0.01,2.43
2025-03-03,Chittagong,26.58,63.05,0.0,1.28
2025-03-04,Chittagong,26.82,55.64,0.0,1.05
2025-03-05,Chittagong,26.24,49.67,0.0,1.21
2025-03-06,Chittagong,25.94,50.42,0.0,1.35
2025-03-07,Chittagong,24.65,42.75,0.0,1.62
2025-03-08,Chittagong,24.98,49.38,0.0,1.75
2025-03-09,Chittagong,25.74,52.14,0.0,1.35
2025-03-10,Chittagong,25.67,48.03,0.0,2.27
2025-03-11,Chittagong,26.15,52.48,0.0,1.68
2025-03-12,Chittagong,26.95,66.13,0.0,2.37
2025-03-13,Chittagong,26.57,74.32,0.0,3.58
2025-03-14,Chittagong,26.87,75.67,0.0,3.61
2025-03-15,Chittagong,27.21,75.1,0.0,2.77
2025-03-16,Chittagong,27.48,73.95,0.0,2.46
2025-03-17,Chittagong,27.59,71.42,0.01,2.8
2025-03-18,Chittagong,27.24,74.69,0.65,2.55
2025-03-19,Chittagong,27.87,71.58,0.46,2.01
2025-03-20,Chittagong,28.2,69.44,1.18,1.61
2025-03-21,Chittagong,28.01,64.07,0.01,2.36
2025-03-22,Chittagong,26.88,54.69,0.0,2.78
2025-03-23,Chittagong,27.44,50.58,1.33,2.04
2025-03-24,Chittagong,26.31,56.11,24.51,2.42
2025-03-25,Chittagong,26.45,48.25,0.0,2.07
2025-03-26,Chittagong,27.69,52.87,0.03,1.51
2025-03-27,Chittagong,27.78,68.73,0.05,1.92
2025-03-28,Chittagong,27.89,72.29,0.0,2.55
2025-03-29,Chittagong,27.48,72.97,0.0,2.97
2025-03-30,Chittagong,27.74,71.94,0.0,2.28
2025-03-31,Chittagong,27.71,71.36,0.0,2.35
2025-04-01,Chittagong,28.98,69.74,0.0,1.8
2025-04-02,Chittagong,29.55,63.79,0.0,1.46
2025-04-03,Chittagong,30.22,57.58,0.0,1.42
2025-04-04,Chittagong,30.65,58.17,0.0,1.44
2025-04-05,Chittagong,29.78,61.31,0.0,1.64
2025-04-06,Chittagong,30.26,60.08,0.38,1.9
2025-04-07,Chittagong,29.83,61.71,1.94,1.74
2025-04-08,Chittagong,29.81,59.86,2.26,1.36
2025-04-09,Chittagong,30.22,53.74,0.76,1.42
2025-04-10,Chittagong,30.42,53.02,0.94,1.84
2025-04-11,Chittagong,29.36,61.64,3.48,1.85
2025-04-12,Chittagong,30.44,60.3,0.57,1.42
2025-04-13,Chittagong,31.42,59.5,1.37,1.39
2025-04-14,Chittagong,31.12,61.61,4.69,1.67
2025-04-15,Chittagong,29.95,61.25,4.24,1.39
2025-04-16,Chittagong,29.41,64.71,5.09,1.54
2025-04-17,Chittagong,29.23,62.47,3.34,1.38
2025-04-18,Chittagong,29.01,65.95,2.15,1.8
2025-04-19,Chittagong,28.82,69.58,4.52,2.09
2025-04-20,Chittagong,29.19,72.17,4.21,2.44
2025-04-21,Chittagong,30.23,72.95,1.62,2.16
2025-04-22,Chittagong,29.62,75.62,1.2,3.06
2025-04-23,Chittagong,29.71,74.33,0.84,3.87
2025-04-24,Chittagong,-999.0,-999.0,-999.0,-999.0
2025-04-25,Chittagong,-999.0,-999.0,-999.0,-999.0
2025-04-26,Chittagong,-999.0,-999.0,-999.0,-999.0
2025-04-27,Chittagong,-999.0,-999.0,-999.0,-999.0
2024-04-27,Khulna,35.61,43.9,0.0,2.32
2024-04-28,Khulna,36.03,45.86,0.0,2.73
2024-04-29,Khulna,36.31,39.77,0.0,2.25
2024-04-30,Khulna,37.23,38.47,0.0,3.22
2024-05-01,Khulna,36.76,38.92,0.0,1.91
2024-05-02,Khulna,35.84,38.91,0.14,2.67
2024-05-03,Khulna,34.87,34.49,0.23,1.2
2024-05-04,Khulna,33.82,49.13,0.35,2.65
2024-05-05,Khulna,34.12,53.55,0.41,3.98
2024-05-06,Khulna,31.61,68.44,30.16,3.67
2024-05-07,Khulna,30.03,66.97,18.83,1.69
2024-05-08,Khulna,27.52,79.6,58.93,1.2
2024-05-09,Khulna,28.33,72.96,8.49,0.85
2024-05-10,Khulna,28.31,76.33,5.98,1.14
2024-05-11,Khulna,28.51,79.87,9.31,1.64
2024-05-12,Khulna,28.66,79.18,8.06,1.3
2024-05-13,Khulna,29.12,77.29,2.14,1.01
2024-05-14,Khulna,29.98,73.33,2.17,1.09
2024-05-15,Khulna,29.61,75.38,0.48,1.44
2024-05-16,Khulna,30.3,73.31,0.01,1.27
2024-05-17,Khulna,30.89,69.82,0.03,2.05
2024-05-18,Khulna,31.35,72.99,0.23,2.12
2024-05-19,Khulna,31.49,70.83,0.75,2.15
2024-05-20,Khulna,31.0,71.74,5.87,1.45
2024-05-21,Khulna,30.82,73.16,10.61,0.87
2024-05-22,Khulna,30.99,73.59,4.33,1.23
2024-05-23,Khulna,31.73,68.69,0.88,1.18
2024-05-24,Khulna,32.55,67.16,1.25,1.66
2024-05-25,Khulna,32.38,69.8,0.68,1.92
2024-05-26,Khulna,29.41,85.61,32.66,5.97
2024-05-27,Khulna,28.45,90.83,108.79,8.98
2024-05-28,Khulna,29.57,84.31,19.55,3.43
2024-05-29,Khulna,30.54,87.02,10.84,3.53
2024-05-30,Khulna,30.49,85.13,2.92,3.66
2024-05-31,Khulna,29.9,85.88,11.79,2.57
2024-06-01,Khulna,29.97,83.39,5.4,2.43
2024-06-02,Khulna,30.0,83.67,0.07,2.89
2024-06-03,Khulna,29.2,86.54,11.11,2.51
2024-06-04,Khulna,29.56,86.44,12.33,2.26
2024-06-05,Khulna,30.1,82.98,2.46,1.56
2024-06-06,Khulna,30.02,85.49,4.05,1.49
2024-06-07,Khulna,30.38,83.19,1.05,1.89
2024-06-08,Khulna,30.75,81.53,0.61,2.9
2024-06-09,Khulna,30.15,86.36,7.98,2.51
2024-06-10,Khulna,29.59,89.17,4.6,2.24
2024-06-11,Khulna,29.15,88.69,4.06,2.71
2024-06-12,Khulna,29.67,82.02,0.64,2.62
2024-06-13,Khulna,29.9,84.99,0.84,3.05
2024-06-14,Khulna,30.19,86.68,2.54,3.04
2024-06-15,Khulna,30.19,86.5,2.8,3.15
2024-06-16,Khulna,30.71,82.78,0.11,2.75
2024-06-17,Khulna,29.75,86.2,0.15,3.09
2024-06-18,Khulna,30.26,84.99,0.22,4.03
2024-06-19,Khulna,28.81,91.19,6.04,3.32
2024-06-20,Khulna,29.18,85.89,10.88,2.34
2024-06-21,Khulna,29.35,84.73,18.55,0.97
2024-06-22,Khulna,29.55,83.23,4.08,1.5
2024-06-23,Khulna,29.94,82.03,3.39,1.62
2024-06-24,Khulna,29.2,85.96,1.69,1.78
2024-06-25,Khulna,29.75,83.88,2.96,1.92
2024-06-26,Khulna,30.12,82.39,3.37,1.72
2024-06-27,Khulna,28.91,88.72,2.51,2.78
2024-06-28,Khulna,29.69,85.22,9.79,3.13
2024-06-29,Khulna,29.01,89.38,6.14,2.44
2024-06-30,Khulna,28.8,91.71,21.55,2.63
2024-07-01,Khulna,28.22,91.72,26.07,3.55
2024-07-02,Khulna,28.53,89.29,22.28,3.27
2024-07-03,Khulna,28.15,89.94,25.3,3.21
2024-07-04,Khulna,28.28,92.05,27.06,3.28
2024-07-05,Khulna,29.0,88.49,8.36,3.09
2024-07-06,Khulna,28.97,88.38,14.46,2.12
2024-07-07,Khulna,28.91,87.5,6.67,1.68
2024-07-08,Khulna,28.78,86.62,1.63,2.15
2024-07-09,Khulna,29.38,86.55,2.81,2.3
2024-07-10,Khulna,29.3,86.53,1.43,2.78
2024-07-11,Khulna,29.06,89.46,23.78,3.1
2024-07-12,Khulna,28.68,88.83,31.86,2.67
2024-07-13,Khulna,29.26,84.78,7.2,1.46
2024-07-14,Khulna,29.37,86.41,2.61,2.06
2024-07-15,Khulna,29.04,88.34,3.12,3.22
2024-07-16,Khulna,29.25,89.96,5.54,2.71
2024-07-17,Khulna,29.25,88.14,2.55,2.13
2024-07-18,Khulna,29.54,87.5,0.88,2.38
2024-07-19,Khulna,29.56,86.91,3.23,3.99
2024-07-20,Khulna,29.32,85.84,4.85,4.05
2024-07-21,Khulna,28.86,88.42,13.27,3.81
2024-07-22,Khulna,28.7,89.9,6.9,3.5
2024-07-23,Khulna,29.26,86.82,4.65,2.98
2024-07-24,Khulna,29.48,87.22,7.18,2.54
2024-07-25,Khulna,29.71,86.63,7.03,1.72
2024-07-26,Khulna,29.8,86.94,14.71,3.47
2024-07-27,Khulna,29.06,89.23,11.03,4.17
2024-07-28,Khulna,29.53,86.65,5.59,2.59
2024-07-29,Khulna,29.75,87.88,9.84,2.64
2024-07-30,Khulna,28.8,91.08,7.97,2.64
2024-07-31,Khulna,28.34,94.0,30.45,1.78
2024-08-01,Khulna,27.73,93.55,83.73,2.71
2024-08-02,Khulna,27.69,93.45,49.36,4.07
2024-08-03,Khulna,27.71,93.18,29.7,3.54
2024-08-04,Khulna,28.51,88.56,6.38,2.39
2024-08-05,Khulna,28.75,88.53,8.35,1.93
2024-08-06,Khulna,28.42,91.52,9.8,2.16
2024-08-07,Khulna,28.0,92.5,4.03,3.06
2024-08-08,Khulna,27.85,91.42,5.92,2.43
2024-08-09,Khulna,27.95,92.17,13.03,2.28
2024-08-10,Khulna,28.87,89.49,13.25,2.22
2024-08-11,Khulna,28.58,91.22,20.75,1.76
2024-08-12,Khulna,28.65,91.04,15.17,1.89
2024-08-13,Khulna,29.35,89.4,10.34,1.47
2024-08-14,Khulna,28.65,91.76,20.91,1.64
2024-08-15,Khulna,28.76,90.2,4.03,1.86
2024-08-16,Khulna,28.28,92.28,6.98,1.33
2024-08-17,Khulna,27.83,91.55,8.34,2.07
2024-08-18,Khulna,27.85,94.4,31.12,2.85
2024-08-19,Khulna,27.6,94.76,35.64,1.76
2024-08-20,Khulna,28.34,92.0,11.17,2.46
2024-08-21,Khulna,28.16,95.34,11.68,2.7
2024-08-22,Khulna,28.07,93.68,26.43,2.55
2024-08-23,Khulna,27.76,93.04,29.81,1.71
2024-08-24,Khulna,27.08,94.13,11.37,2.04
2024-08-25,Khulna,27.08,92.29,76.49,1.47
2024-08-26,Khulna,26.89,94.38,35.56,2.66
2024-08-27,Khulna,26.95,92.24,9.07,1.65
2024-08-28,Khulna,27.6,90.2,4.28,1.36
2024-08-29,Khulna,27.98,89.18,1.18,1.46
2024-08-30,Khulna,27.85,89.65,1.55,1.48
2024-08-31,Khulna,28.25,91.04,2.81,2.06
2024-09-01,Khulna,27.96,91.71,5.45,1.83
2024-09-02,Khulna,28.3,88.73,3.7,1.21
2024-09-03,Khulna,28.7,87.36,13.81,1.06
2024-09-04,Khulna,28.19,89.63,2.41,1.29
2024-09-05,Khulna,28.1,89.87,2.69,1.21
2024-09-06,Khulna,29.08,82.95,6.07,1.07
2024-09-07,Khulna,28.11,90.5,4.58,1.52
2024-09-08,Khulna,28.56,90.82,3.62,2.12
2024-09-09,Khulna,28.44,92.03,4.27,2.9
2024-09-10,Khulna,28.6,91.15,3.75,2.49
2024-09-11,Khulna,28.72,92.39,14.91,1.31
2024-09-12,Khulna,29.28,88.24,10.45,1.21
2024-09-13,Khulna,28.42,92.89,42.47,2.3
2024-09-14,Khulna,27.13,94.88,70.75,5.62
2024-09-15,Khulna,26.79,95.05,109.04,5.89
2024-09-16,Khulna,27.18,93.91,43.27,4.5
2024-09-17,Khulna,28.12,89.3,3.34,1.79
2024-09-18,Khulna,28.97,83.77,0.19,0.68
2024-09-19,Khulna,28.77,88.19,0.41,1.4
2024-09-20,Khulna,29.57,87.49,4.0,1.13
2024-09-21,Khulna,29.15,88.73,16.95,1.07
2024-09-22,Khulna,29.33,88.0,14.45,1.26
2024-09-23,Khulna,29.1,91.79,0.58,1.02
2024-09-24,Khulna,27.89,93.17,19.94,2.16
2024-09-25,Khulna,27.12,94.0,52.74,2.66
2024-09-26,Khulna,26.99,95.1,50.99,2.27
2024-09-27,Khulna,27.44,92.13,14.23,2.11
2024-09-28,Khulna,28.04,90.66,5.5,1.85
2024-09-29,Khulna,28.66,89.89,2.29,1.81
2024-09-30,Khulna,28.76,90.01,2.26,1.61
2024-10-01,Khulna,29.04,89.78,11.84,0.98
2024-10-02,Khulna,28.76,88.51,14.98,0.96
2024-10-03,Khulna,27.28,92.33,15.47,1.62
2024-10-04,Khulna,27.13,92.9,43.97,1.96
2024-10-05,Khulna,27.28,93.05,10.9,1.82
2024-10-06,Khulna,27.4,90.6,19.21,1.4
2024-10-07,Khulna,27.52,88.02,4.61,0.86
2024-10-08,Khulna,27.55,88.01,1.51,0.89
2024-10-09,Khulna,27.46,88.26,7.87,1.04
2024-10-10,Khulna,27.2,91.08,10.54,1.46
2024-10-11,Khulna,27.61,89.99,3.25,1.61
2024-10-12,Khulna,28.27,86.18,2.85,1.16
2024-10-13,Khulna,27.82,85.36,1.36,0.98
2024-10-14,Khulna,27.03,84.17,0.91,1.12
2024-10-15,Khulna,27.77,79.62,0.33,0.68
2024-10-16,Khulna,27.63,81.83,0.88,0.6
2024-10-17,Khulna,28.12,83.75,6.46,0.84
2024-10-18,Khulna,27.59,86.97,12.38,1.01
2024-10-19,Khulna,27.59,86.92,31.63,0.86
2024-10-20,Khulna,25.96,86.55,3.27,1.39
2024-10-21,Khulna,25.19,86.8,0.0,1.43
2024-10-22,Khulna,26.27,84.62,0.01,1.13
2024-10-23,Khulna,26.54,91.12,19.89,1.55
2024-10-24,Khulna,25.57,93.79,30.47,4.21
2024-10-25,Khulna,26.9,91.12,23.98,3.56
2024-10-26,Khulna,27.11,90.95,25.58,2.11
2024-10-27,Khulna,27.07,85.55,2.02,0.84
2024-10-28,Khulna,27.53,82.79,0.01,0.7
2024-10-29,Khulna,27.38,83.04,0.0,0.66
2024-10-30,Khulna,27.01,87.22,0.24,1.07
2024-10-31,Khulna,27.13,88.72,1.42,1.22
2024-11-01,Khulna,26.65,87.13,2.82,1.38
2024-11-02,Khulna,25.41,83.01,0.05,1.14
2024-11-03,Khulna,25.83,75.21,0.0,0.69
2024-11-04,Khulna,25.33,79.21,0.0,0.85
2024-11-05,Khulna,25.19,84.07,0.95,1.28
2024-11-06,Khulna,25.39,84.63,0.92,0.99
2024-11-07,Khulna,24.58,86.61,1.42,1.3
2024-11-08,Khulna,24.24,84.08,0.0,1.31
2024-11-09,Khulna,24.22,83.9,0.0,1.37
2024-11-10,Khulna,23.76,82.17,0.0,1.3
2024-11-11,Khulna,23.76,81.53,0.0,1.19
2024-11-12,Khulna,24.04,81.7,0.0,1.26
2024-11-13,Khulna,22.79,81.84,0.0,1.45
2024-11-14,Khulna,22.33,84.69,0.0,1.53
2024-11-15,Khulna,21.77,83.29,0.0,1.34
2024-11-16,Khulna,21.13,82.21,0.0,1.42
2024-11-17,Khulna,20.97,73.9,0.0,0.99
2024-11-18,Khulna,21.35,71.69,0.0,0.83
2024-11-19,Khulna,20.83,72.5,0.0,1.01
2024-11-20,Khulna,20.6,73.24,0.0,0.94
2024-11-21,Khulna,21.35,73.0,0.0,1.0
2024-11-22,Khulna,21.54,71.88,0.0,1.04
2024-11-23,Khulna,21.46,80.67,0.0,1.14
2024-11-24,Khulna,20.04,82.77,0.0,1.3
2024-11-25,Khulna,19.61,77.84,0.0,1.26
2024-11-26,Khulna,19.47,80.41,0.0,1.22
2024-11-27,Khulna,20.33,81.9,0.0,1.19
2024-11-28,Khulna,20.79,82.92,0.0,1.27
2024-11-29,Khulna,21.5,81.83,0.0,1.3
2024-11-30,Khulna,21.59,83.26,0.15,1.37
2024-12-01,Khulna,20.27,82.51,2.76,1.54
2024-12-02,Khulna,20.09,81.33,0.03,1.44
2024-12-03,Khulna,20.18,80.66,0.04,1.56
2024-12-04,Khulna,19.64,76.25,0.0,1.22
2024-12-05,Khulna,19.97,70.6,0.0,1.11
2024-12-06,Khulna,18.44,72.86,0.0,1.44
2024-12-07,Khulna,18.05,72.29,0.0,1.32
2024-12-08,Khulna,17.92,71.06,0.0,1.22
2024-12-09,Khulna,17.48,79.09,0.0,1.03
2024-12-10,Khulna,18.77,82.91,0.0,1.27
2024-12-11,Khulna,16.61,82.32,0.0,1.79
2024-12-12,Khulna,15.47,84.22,0.0,1.73
2024-12-13,Khulna,15.78,84.82,0.0,1.65
2024-12-14,Khulna,15.38,81.23,0.0,1.68
2024-12-15,Khulna,15.85,82.7,0.0,1.58
2024-12-16,Khulna,17.02,76.71,0.0,1.05
2024-12-17,Khulna,18.08,77.44,0.0,1.18
2024-12-18,Khulna,17.51,75.81,0.0,1.35
2024-12-19,Khulna,17.9,77.95,0.0,1.37
