date,district,crop_yield
2025-02-14,Chittagong,4934.1524106589695
2025-02-15,Chittagong,4752.923217713561
2025-02-16,Chittagong,4778.764620488576
2025-02-17,Chittagong,4569.326376647727
2025-02-18,Chittagong,4954.692278343677
2025-02-19,Chittagong,5173.300025426663
2025-02-20,Chittagong,4940.999115040713
2025-02-21,Chittagong,4931.171031813911
2025-02-22,Chittagong,4841.732111154743
2025-02-23,Chittagong,5252.014719177534
2025-02-24,Chittagong,4965.801261516009
2025-02-25,Chittagong,4755.281544427713
2025-02-26,Chittagong,4733.327527259125
2025-02-27,Chittagong,4489.5951602787345
2025-02-28,Chittagong,4395.175893371594
2025-03-01,Chittagong,5121.685867596996
2025-03-02,Chittagong,5063.509795509599
2025-03-03,Chittagong,4776.757795901086
2025-03-04,Chittagong,4566.403717469757
2025-03-05,Chittagong,4554.497050434296
2025-03-06,Chittagong,4353.711692965475
2025-03-07,Chittagong,4513.775618102999
2025-03-08,Chittagong,4458.523122034564
2025-03-09,Chittagong,4337.987534002467
2025-03-10,Chittagong,4337.350884975732
2025-03-11,Chittagong,4503.345957656498
2025-03-12,Chittagong,4817.329796313753
2025-03-13,Chittagong,5001.057219380301
2025-03-14,Chittagong,5168.802477618833
2025-03-15,Chittagong,5195.576599194548
2025-03-16,Chittagong,5061.912770524352
2025-03-17,Chittagong,4920.798906814327
2025-03-18,Chittagong,4788.439904733955
2025-03-19,Chittagong,5206.33555923308
2025-03-20,Chittagong,4802.567020783003
2025-03-21,Chittagong,4848.914212494764
2025-03-22,Chittagong,4372.957552765949
2025-03-23,Chittagong,4627.224262693535
2025-03-24,Chittagong,4446.378501471563
2025-03-25,Chittagong,4418.328260259547
2025-03-26,Chittagong,4402.749356470211
2025-03-27,Chittagong,4884.269075130452
2025-03-28,Chittagong,4927.76849014088
2025-03-29,Chittagong,4778.895371576075
2025-03-30,Chittagong,4969.7559449029995
2025-03-31,Chittagong,5012.123454688995
2025-04-01,Chittagong,4942.533667815748
2025-04-02,Chittagong,4837.428903781857
2025-04-03,Chittagong,3888.7984477163145
2025-04-04,Chittagong,3647.4748593103636
2025-04-05,Chittagong,5171.960254018624
2025-04-06,Chittagong,4244.195190801525
2025-04-07,Chittagong,5141.345986543073
2025-04-08,Chittagong,4716.889593818212
2025-04-09,Chittagong,3749.927668779198
2025-04-10,Chittagong,3707.187944755519
2025-04-11,Chittagong,4891.398079110119
2025-04-12,Chittagong,4284.561416646272
2025-04-13,Chittagong,3891.5126377591237
2025-04-14,Chittagong,4197.349227868074
2025-04-15,Chittagong,5165.940008293772
2025-04-16,Chittagong,5789.624993793472
2025-04-17,Chittagong,5204.492527627615
2025-04-18,Chittagong,4813.305673098895
2025-04-19,Chittagong,4833.154547127333
2025-04-20,Chittagong,4906.60813634654
2025-04-21,Chittagong,4170.973418301375
2025-04-22,Chittagong,4891.44809788686
2025-04-23,Chittagong,5213.925432300835
2025-04-24,Chittagong,2864.746435649958
2025-04-25,Chittagong,2829.198081892631
2025-04-26,Chittagong,2838.304431146797
2025-04-27,Chittagong,2851.9537990667304
2024-04-27,Khulna,3499.67784028152
2024-04-28,Khulna,3258.011076555235
2024-04-29,Khulna,3080.6598663948967
2024-04-30,Khulna,3132.9241302304285
2024-05-01,Khulna,3085.265769402842
2024-05-02,Khulna,2943.856650798745
2024-05-03,Khulna,3951.3020432066255
2024-05-04,Khulna,4298.675806513517
2024-05-05,Khulna,4125.502697718653
2024-05-06,Khulna,3790.429717907862
2024-05-07,Khulna,4423.562552697311
2024-05-08,Khulna,4897.218728083213
2024-05-09,Khulna,6401.822277813357
2024-05-10,Khulna,6603.766658303921
2024-05-11,Khulna,6636.030920610584
2024-05-12,Khulna,6401.130873856012
2024-05-13,Khulna,5506.385431965468
2024-05-14,Khulna,5428.647517418186
2024-05-15,Khulna,5809.057784789147
2024-05-16,Khulna,4555.077437995396
2024-05-17,Khulna,4775.764755598266
2024-05-18,Khulna,4459.911462237207
2024-05-19,Khulna,4693.026028322324
2024-05-20,Khulna,5122.155049928784
2024-05-21,Khulna,5474.426654154894
2024-05-22,Khulna,4462.7758223981455
2024-05-23,Khulna,4486.5469789674835
2024-05-24,Khulna,4831.186237553098
2024-05-25,Khulna,4612.469204292181
2024-05-26,Khulna,4329.146225687082
2024-05-27,Khulna,3901.020731002465
2024-05-28,Khulna,5100.179765924443
2024-05-29,Khulna,4608.311470028715
2024-05-30,Khulna,4348.480946215076
2024-05-31,Khulna,5777.625730974057
2024-06-01,Khulna,6032.929846757296
2024-06-02,Khulna,4850.218518704225
2024-06-03,Khulna,5741.621498466239
2024-06-04,Khulna,5806.313871705065
2024-06-05,Khulna,4269.463677054063
2024-06-06,Khulna,4381.343106642492
2024-06-07,Khulna,4182.972552815839
2024-06-08,Khulna,4336.218478618953
2024-06-09,Khulna,5033.445353271777
2024-06-10,Khulna,4979.115192588992
2024-06-11,Khulna,4799.088258489661
2024-06-12,Khulna,5160.98490753745
2024-06-13,Khulna,5109.3071392245665
2024-06-14,Khulna,4354.454136082654
2024-06-15,Khulna,4192.951594006118
2024-06-16,Khulna,4187.561362999674
2024-06-17,Khulna,5095.866390117938
2024-06-18,Khulna,4382.459148265848
2024-06-19,Khulna,4971.941036690715
2024-06-20,Khulna,5607.9277749525745
2024-06-21,Khulna,4933.140344472555
2024-06-22,Khulna,4971.819260318697
2024-06-23,Khulna,5242.47893583054
2024-06-24,Khulna,5047.1882070364345
2024-06-25,Khulna,4982.78223728229
2024-06-26,Khulna,4088.16529653651
2024-06-27,Khulna,5260.5650038804615
2024-06-28,Khulna,5938.570792235557
2024-06-29,Khulna,6054.727358040621
2024-06-30,Khulna,4367.558558804136
2024-07-01,Khulna,3784.028776602951
2024-07-02,Khulna,5102.137239174894
2024-07-03,Khulna,4430.816929221073
2024-07-04,Khulna,3669.2762016885504
2024-07-05,Khulna,5578.0146482591235
2024-07-06,Khulna,5651.929084394633
2024-07-07,Khulna,6013.844033647418
2024-07-08,Khulna,5227.027403072368
2024-07-09,Khulna,5001.969798349456
2024-07-10,Khulna,5106.651385624528
2024-07-11,Khulna,5000.547074365692
2024-07-12,Khulna,4426.791674568617
2024-07-13,Khulna,5977.83700663914
2024-07-14,Khulna,5063.203564182367
2024-07-15,Khulna,4924.565375826074
2024-07-16,Khulna,5516.148636463098
2024-07-17,Khulna,4992.423350135258
2024-07-18,Khulna,5271.097686454553
2024-07-19,Khulna,4984.620232401413
2024-07-20,Khulna,4858.161126851511
2024-07-21,Khulna,5642.092273596017
2024-07-22,Khulna,5968.501928421923
2024-07-23,Khulna,4826.005645138603
2024-07-24,Khulna,5778.828215819523
2024-07-25,Khulna,5755.366216514064
2024-07-26,Khulna,5836.919351827336
2024-07-27,Khulna,5789.599491607105
2024-07-28,Khulna,5913.27876334702
2024-07-29,Khulna,5906.294383744529
2024-07-30,Khulna,5314.676358003155
2024-07-31,Khulna,3778.049004591961
2024-08-01,Khulna,3890.7824649401014
2024-08-02,Khulna,3742.266751647218
2024-08-03,Khulna,4034.488484364027
2024-08-04,Khulna,5784.00104472948
2024-08-05,Khulna,6067.018568589845
2024-08-06,Khulna,5430.953275874462
2024-08-07,Khulna,4741.327727737388
2024-08-08,Khulna,5187.500106797913
2024-08-09,Khulna,5388.977147676043
2024-08-10,Khulna,5567.074832176987
2024-08-11,Khulna,4638.542092334709
2024-08-12,Khulna,4727.381796404739
2024-08-13,Khulna,5517.647698991294
2024-08-14,Khulna,4695.233036405211
2024-08-15,Khulna,4673.6403723662
2024-08-16,Khulna,5344.683447426255
2024-08-17,Khulna,5354.006864701677
2024-08-18,Khulna,3995.897365483514
2024-08-19,Khulna,3667.641468756548
2024-08-20,Khulna,5138.679289968165
2024-08-21,Khulna,4965.252491875013
2024-08-22,Khulna,3759.771662378641
2024-08-23,Khulna,3809.4176748603395
2024-08-24,Khulna,5122.0725397872475
2024-08-25,Khulna,4011.116488279749
2024-08-26,Khulna,3885.6108722176427
2024-08-27,Khulna,5299.2496638961
2024-08-28,Khulna,4680.076594345726
2024-08-29,Khulna,4795.725457830833
2024-08-30,Khulna,4865.793618974111
2024-08-31,Khulna,4534.466145123318
2024-09-01,Khulna,5456.207078512151
2024-09-02,Khulna,4928.831014321032
2024-09-03,Khulna,5838.459196545961
2024-09-04,Khulna,5222.5269266120185
2024-09-05,Khulna,4862.674846868141
2024-09-06,Khulna,5682.814592098695
2024-09-07,Khulna,4369.6028989241095
2024-09-08,Khulna,4530.418970330615
2024-09-09,Khulna,4674.903705392842
2024-09-10,Khulna,4745.682967603288
2024-09-11,Khulna,5212.530816143817
2024-09-12,Khulna,5881.328668294274
2024-09-13,Khulna,3780.9022753418913
2024-09-14,Khulna,3720.7767839237295
2024-09-15,Khulna,3876.2029796585743
2024-09-16,Khulna,3734.254837531791
2024-09-17,Khulna,4880.629728361541
2024-09-18,Khulna,5144.7635183347675
2024-09-19,Khulna,4892.913936401685
2024-09-20,Khulna,5123.586552790133
2024-09-21,Khulna,5120.870571760238
2024-09-22,Khulna,5960.9201715604795
2024-09-23,Khulna,4705.485519838844
2024-09-24,Khulna,4639.707752754775
2024-09-25,Khulna,3901.3004432280545
2024-09-26,Khulna,3696.2840000948436
2024-09-27,Khulna,5381.448477896827
2024-09-28,Khulna,4958.190849644318
2024-09-29,Khulna,4937.217178948161
2024-09-30,Khulna,4420.117019117267
2024-10-01,Khulna,5722.117899254317
2024-10-02,Khulna,5987.28579155383
2024-10-03,Khulna,4466.781807557714
2024-10-04,Khulna,3856.9487599107915
2024-10-05,Khulna,5222.169403249225
2024-10-06,Khulna,4521.19411310879
2024-10-07,Khulna,5056.267014824483
2024-10-08,Khulna,5236.758622649754
2024-10-09,Khulna,5581.620166316998
2024-10-10,Khulna,5073.843867626638
2024-10-11,Khulna,5121.740870287204
2024-10-12,Khulna,5044.647670603413
2024-10-13,Khulna,5096.502647643524
2024-10-14,Khulna,4909.889777549095
2024-10-15,Khulna,5663.646618156856
2024-10-16,Khulna,4928.478597753472
2024-10-17,Khulna,5913.8284187460595
2024-10-18,Khulna,5693.679398980365
2024-10-19,Khulna,4139.6927384478595
2024-10-20,Khulna,5269.106544587773
2024-10-21,Khulna,4816.72483748337
2024-10-22,Khulna,5051.845147348117
2024-10-23,Khulna,4398.680834048967
2024-10-24,Khulna,4034.593838037718
2024-10-25,Khulna,4592.4323543943865
2024-10-26,Khulna,3822.651505694461
2024-10-27,Khulna,4955.902014574108
2024-10-28,Khulna,5095.077883248348
2024-10-29,Khulna,5220.510573949367
2024-10-30,Khulna,4928.176388909979
2024-10-31,Khulna,5122.8048205523
2024-11-01,Khulna,5188.324482078743
2024-11-02,Khulna,4879.292717972297
2024-11-03,Khulna,5451.72460583685
2024-11-04,Khulna,5476.824382565743
2024-11-05,Khulna,5049.939064666496
2024-11-06,Khulna,4882.45578275347
2024-11-07,Khulna,5197.193517548088
2024-11-08,Khulna,5019.361999543352
2024-11-09,Khulna,5160.14980647468
2024-11-10,Khulna,4791.772387792205
2024-11-11,Khulna,5155.397978711511
2024-11-12,Khulna,5119.537504247007
2024-11-13,Khulna,4919.02686994226
2024-11-14,Khulna,5064.037965446912
2024-11-15,Khulna,4980.576839676213
2024-11-16,Khulna,5035.352904756292
2024-11-17,Khulna,5323.202195973245
2024-11-18,Khulna,5644.375214245839
2024-11-19,Khulna,5396.399938467366
2024-11-20,Khulna,5646.974200596411
2024-11-21,Khulna,5662.4306555576795
2024-11-22,Khulna,5308.7964056913215
2024-11-23,Khulna,4989.0922554368535
2024-11-24,Khulna,5021.400546391798
2024-11-25,Khulna,4675.403256165458
2024-11-26,Khulna,4021.312584517033
2024-11-27,Khulna,5112.148499876602
2024-11-28,Khulna,4833.418208804386
2024-11-29,Khulna,5232.259494980737
2024-11-30,Khulna,4938.8427375125175
2024-12-01,Khulna,5269.821430149564
2024-12-02,Khulna,4866.919728149854
2024-12-03,Khulna,4979.19611664215
2024-12-04,Khulna,4484.828052105901
2024-12-05,Khulna,4644.481908567224
2024-12-06,Khulna,4679.085375964028
2024-12-07,Khulna,4646.997732936198
2024-12-08,Khulna,4841.736541115316
2024-12-09,Khulna,4758.944618906708
2024-12-10,Khulna,4351.904317583125
2024-12-11,Khulna,4009.2553999289166
2024-12-12,Khulna,4088.791344110238
2024-12-13,Khulna,4315.483422031602
2024-12-14,Khulna,4035.4070528895827
2024-12-15,Khulna,4335.127136227787
2024-12-16,Khulna,4593.878735999436
2024-12-17,Khulna,4797.754722576427
2024-12-18,Khulna,4763.264426490808
2024-12-19,Khulna,4753.03644245706
2024-12-20,Khulna,4715.154746429104
2024-12-21,Khulna,4394.242129974576
2024-12-22,Khulna,4165.449481531444
2024-12-23,Khulna,4146.609405165254
2024-12-24,Khulna,4406.683944529655
2024-12-25,Khulna,4396.043235594724
2024-12-26,Khulna,4618.441190506856
2024-12-27,Khulna,4172.735111108723
2024-12-28,Khulna,4806.172764863113
2024-12-29,Khulna,4471.626219462267
2024-12-30,Khulna,5219.78227352352
2024-12-31,Khulna,4644.663980122458
2025-01-01,Khulna,4236.136032086638
2025-01-02,Khulna,4005.8328268424925
2025-01-03,Khulna,4317.243081493117
2025-01-04,Khulna,4161.126122895357
2025-01-05,Khulna,4822.265284476501
2025-01-06,Khulna,4749.880991566257
2025-01-07,Khulna,4823.1358423518195
2025-01-08,Khulna,4543.420800727885
2025-01-09,Khulna,4653.0997802174115
2025-01-10,Khulna,4508.482519827748
2025-01-11,Khulna,4562.987760253291
2025-01-12,Khulna,4294.33082171255
2025-01-13,Khulna,4593.350390167409
2025-01-14,Khulna,4581.299972993325
2025-01-15,Khulna,4763.567438706549
2025-01-16,Khulna,4543.314052957095
2025-01-17,Khulna,4640.00907068377
2025-01-18,Khulna,4560.498320108397
2025-01-19,Khulna,4838.313632208169
2025-01-20,Khulna,4668.239300214815
2025-01-21,Khulna,4604.677814308331
2025-01-22,Khulna,4485.991607636053
2025-01-23,Khulna,4766.415720738946
2025-01-24,Khulna,4563.374687818948
2025-01-25,Khulna,4844.279875216438
2025-01-26,Khulna,4635.009497342364
2025-01-27,Khulna,4584.423750540949
2025-01-28,Khulna,4278.001135011722
2025-01-29,Khulna,4068.0116682874873
2025-01-30,Khulna,5731.804617753015
2025-01-31,Khulna,5819.260906950161
2025-02-01,Khulna,5624.784541188341
2025-02-02,Khulna,5695.5301795245805
2025-02-03,Khulna,5448.671586008484
2025-02-04,Khulna,5064.855531623206
2025-02-05,Khulna,4847.341359331665
2025-02-06,Khulna,5392.841422789775
2025-02-07,Khulna,5192.274721238696
2025-02-08,Khulna,4080.5406649942297
2025-02-09,Khulna,4158.280956783765
2025-02-10,Khulna,4965.747805918219
2025-02-11,Khulna,5727.761367785554
2025-02-12,Khulna,5686.562329882364
2025-02-13,Khulna,5749.174518663611
2025-02-14,Khulna,4512.57511244157
2025-02-15,Khulna,4719.743682324227
2025-02-16,Khulna,4580.28562126124
2025-02-17,Khulna,5069.075400386196
2025-02-18,Khulna,4976.977567041934
2025-02-19,Khulna,5057.199568787963
2025-02-20,Khulna,6127.3684656818195
2025-02-21,Khulna,5773.69834537563
2025-02-22,Khulna,5745.463812790893
2025-02-23,Khulna,5414.343382831647
2025-02-24,Khulna,5176.8483278962085
2025-02-25,Khulna,5088.735555273912
2025-02-26,Khulna,4927.316139697523
2025-02-27,Khulna,5225.239101416684
2025-02-28,Khulna,5245.931792458312
2025-03-01,Khulna,4901.059364869428
2025-03-02,Khulna,4948.978213317733
2025-03-03,Khulna,5026.738456606558
2025-03-04,Khulna,4710.242259085138
2025-03-05,Khulna,4442.351088394219
2025-03-06,Khulna,4571.951704285946
2025-03-07,Khulna,4482.15469412059
2025-03-08,Khulna,4460.964099546193
2025-03-09,Khulna,4874.7060016994965
2025-03-10,Khulna,4956.604482567179
2025-03-11,Khulna,5239.920668414961
2025-03-12,Khulna,4946.706236592316
2025-03-13,Khulna,5012.1226526734135
2025-03-14,Khulna,4217.087399621353
2025-03-15,Khulna,3999.947955692777
2025-03-16,Khulna,4162.589768030685
2025-03-17,Khulna,4273.700866001682
2025-03-18,Khulna,4120.868043980846
2025-03-19,Khulna,4066.5690772193648
2025-03-20,Khulna,4278.781712304005
2025-03-21,Khulna,4897.449370044089
2025-03-22,Khulna,4875.450183588187
2025-03-23,Khulna,4943.204428633398
2025-03-24,Khulna,4979.0518806382
2025-03-25,Khulna,4734.402220283116
2025-03-26,Khulna,4990.200066422641
2025-03-27,Khulna,4187.107720537111
2025-03-28,Khulna,4231.371214605211
2025-03-29,Khulna,4234.603280435619
2025-03-30,Khulna,4114.6569829704895
2025-03-31,Khulna,4030.621621437767
2025-04-01,Khulna,4256.078752686594
2025-04-02,Khulna,4357.299181183015
2025-04-03,Khulna,4004.1000160296935
2025-04-04,Khulna,4129.26467118662
2025-04-05,Khulna,4064.103658429993
2025-04-06,Khulna,4368.3953041897585
2025-04-07,Khulna,4361.969743922082
2025-04-08,Khulna,4023.930158200371
2025-04-09,Khulna,4260.137123955373
2025-04-10,Khulna,4245.925718023457
2025-04-11,Khulna,4162.040291975645
2025-04-12,Khulna,4241.6656872843705
2025-04-13,Khulna,4034.963619173296
2025-04-14,Khulna,4064.4364022107748
2025-04-15,Khulna,4266.283618302417
2025-04-16,Khulna,4366.549789338679
2025-04-17,Khulna,4389.096583389196
2025-04-18,Khulna,5403.473603165829
2025-04-19,Khulna,4777.160811654793
2025-04-20,Khulna,4623.278005916684
2025-04-21,Khulna,4648.661966294493
2025-04-22,Khulna,4611.315587551193
2025-04-23,Khulna,4136.488430399481
2025-04-24,Khulna,2888.5057302746554
2025-04-25,Khulna,2950.752175256359
2025-04-26,Khulna,3066.471463702958
2025-04-27,Khulna,2941.846686203938
2024-04-27,Rajshahi,4231.775230998369
2024-04-28,Rajshahi,3328.16209843681
2024-04-29,Rajshahi,3186.31396176278
2024-04-30,Rajshahi,3181.126331893427
2024-05-01,Rajshahi,3334.6791666901986
2024-05-02,Rajshahi,3217.277078609561
2024-05-03,Rajshahi,4115.750824061809
2024-05-04,Rajshahi,4030.267583738554
2024-05-05,Rajshahi,4104.2893800376905
2024-05-06,Rajshahi,4613.213440677628
2024-05-07,Rajshahi,6833.499539670605
2024-05-08,Rajshahi,4959.360234087946
2024-05-09,Rajshahi,6034.189781444296
2024-05-10,Rajshahi,5943.817068944016
2024-05-11,Rajshahi,6585.256564107909
2024-05-12,Rajshahi,6189.792865316386
2024-05-13,Rajshahi,4916.615955236306
2024-05-14,Rajshahi,4603.172337105753
2024-05-15,Rajshahi,4285.726062781103
2024-05-16,Rajshahi,4474.984007295893
2024-05-17,Rajshahi,4530.785349272812
2024-05-18,Rajshahi,4464.6423379253865
2024-05-19,Rajshahi,4632.163151480133
2024-05-20,Rajshahi,5872.250561721309
2024-05-21,Rajshahi,5718.756445072878
2024-05-22,Rajshahi,4952.842227107896
2024-05-23,Rajshahi,4797.65823956712
2024-05-24,Rajshahi,4544.568371386313
2024-05-25,Rajshahi,4675.507188553415
2024-05-26,Rajshahi,4756.564867634234
2024-05-27,Rajshahi,4378.531062814781
2024-05-28,Rajshahi,4992.57261655541
2024-05-29,Rajshahi,5439.163931345799
2024-05-30,Rajshahi,4981.982345170006
2024-05-31,Rajshahi,5927.211673596303
2024-06-01,Rajshahi,4704.105374754312
2024-06-02,Rajshahi,4838.90929137892
2024-06-03,Rajshahi,5456.793465648527
2024-06-04,Rajshahi,5775.526693792573
2024-06-05,Rajshahi,5921.875764543133
2024-06-06,Rajshahi,5951.88410727752
2024-06-07,Rajshahi,4902.674942856111
2024-06-08,Rajshahi,5130.912671528534
2024-06-09,Rajshahi,3840.810709253147
2024-06-10,Rajshahi,3871.581867202959
2024-06-11,Rajshahi,5214.483930014292
2024-06-12,Rajshahi,4388.917041027047
2024-06-13,Rajshahi,4285.084179668596
2024-06-14,Rajshahi,4347.908364222278
2024-06-15,Rajshahi,5009.049441830605
2024-06-16,Rajshahi,5095.330096783597
2024-06-17,Rajshahi,5163.756708756134
2024-06-18,Rajshahi,4987.4336781920165
2024-06-19,Rajshahi,5129.968189858392
2024-06-20,Rajshahi,5918.784774353703
2024-06-21,Rajshahi,5474.828817778356
2024-06-22,Rajshahi,4739.441773925563
2024-06-23,Rajshahi,5070.493660942946
2024-06-24,Rajshahi,5086.561680163325
2024-06-25,Rajshahi,5131.9410036354
2024-06-26,Rajshahi,4811.150687570749
2024-06-27,Rajshahi,4375.067693220101
2024-06-28,Rajshahi,4293.3841497973235
2024-06-29,Rajshahi,4989.96200016634
2024-06-30,Rajshahi,5628.039445687405
2024-07-01,Rajshahi,5203.158772276214
2024-07-02,Rajshahi,4539.60669842961
2024-07-03,Rajshahi,4596.843658741669
2024-07-04,Rajshahi,5208.141239065597
2024-07-05,Rajshahi,4412.144368303735
2024-07-06,Rajshahi,5414.61850269903
2024-07-07,Rajshahi,5952.6630479412
2024-07-08,Rajshahi,5364.697243135061
2024-07-09,Rajshahi,5143.342555256997
2024-07-10,Rajshahi,5414.520315138366
2024-07-11,Rajshahi,5259.171690584933
2024-07-12,Rajshahi,4521.571741910399
2024-07-13,Rajshahi,6516.313806407275
2024-07-14,Rajshahi,5959.68973989847
2024-07-15,Rajshahi,5187.829876879945
2024-07-16,Rajshahi,5268.447646070189
2024-07-17,Rajshahi,4472.29390565072
2024-07-18,Rajshahi,4568.756081356604
2024-07-19,Rajshahi,4432.336327618478
2024-07-20,Rajshahi,5550.8686673251295
2024-07-21,Rajshahi,5548.818054714584
2024-07-22,Rajshahi,5479.953726366507
2024-07-23,Rajshahi,5533.111808933621
2024-07-24,Rajshahi,4401.657000772117
2024-07-25,Rajshahi,4619.969912800287
2024-07-26,Rajshahi,4589.051849527271
2024-07-27,Rajshahi,4472.300024044429
2024-07-28,Rajshahi,4299.685998943313
2024-07-29,Rajshahi,5148.687873493575
2024-07-30,Rajshahi,5159.951239675565
2024-07-31,Rajshahi,5506.97746934027
2024-08-01,Rajshahi,5440.729521939894
2024-08-02,Rajshahi,4130.484383354858
2024-08-03,Rajshahi,4622.672468556351
2024-08-04,Rajshahi,6304.419125800853
2024-08-05,Rajshahi,5452.834405352888
2024-08-06,Rajshahi,5790.633019146462
2024-08-07,Rajshahi,6499.32285910658
2024-08-08,Rajshahi,6442.446869354849
2024-08-09,Rajshahi,6294.291991993044
2024-08-10,Rajshahi,5352.879899320438
2024-08-11,Rajshahi,6500.806967861539
2024-08-12,Rajshahi,5607.387832670557
2024-08-13,Rajshahi,5858.025884621904
2024-08-14,Rajshahi,5261.6472926811075
2024-08-15,Rajshahi,5573.02077154493
2024-08-16,Rajshahi,5503.125447811168
2024-08-17,Rajshahi,5397.2091460622905
2024-08-18,Rajshahi,5146.831237082919
2024-08-19,Rajshahi,5530.199295799911
2024-08-20,Rajshahi,5153.448944306275
2024-08-21,Rajshahi,5241.3907607145875
2024-08-22,Rajshahi,4671.309440127747
2024-08-23,Rajshahi,3966.6356471641006
2024-08-24,Rajshahi,5356.9897373201175
2024-08-25,Rajshahi,5049.2832675443615
2024-08-26,Rajshahi,5487.55169223964
2024-08-27,Rajshahi,5595.28375480566
2024-08-28,Rajshahi,5230.137587372274
2024-08-29,Rajshahi,5375.068502280797
2024-08-30,Rajshahi,5668.944355846211
2024-08-31,Rajshahi,5437.840657029305
2024-09-01,Rajshahi,5387.783993644718
2024-09-02,Rajshahi,5474.139516533771
2024-09-03,Rajshahi,6270.321308070165
2024-09-04,Rajshahi,6177.686423820286
2024-09-05,Rajshahi,6276.250888064076
2024-09-06,Rajshahi,6141.18523627071
2024-09-07,Rajshahi,6160.542684101358
2024-09-08,Rajshahi,5313.124665759295
2024-09-09,Rajshahi,5301.878210195826
2024-09-10,Rajshahi,4943.785251168828
2024-09-11,Rajshahi,5515.93073168172
2024-09-12,Rajshahi,5446.438172690031
2024-09-13,Rajshahi,6433.622495130974
2024-09-14,Rajshahi,4054.689215091671
2024-09-15,Rajshahi,4149.035965090813
2024-09-16,Rajshahi,4296.896526316139
2024-09-17,Rajshahi,5405.7595152279855
2024-09-18,Rajshahi,5652.993697414868
2024-09-19,Rajshahi,5641.893138504325
2024-09-20,Rajshahi,5636.1766040289385
2024-09-21,Rajshahi,4580.160100321048
2024-09-22,Rajshahi,6511.555783055739
2024-09-23,Rajshahi,5256.099661153282
2024-09-24,Rajshahi,4080.0111015319494
2024-09-25,Rajshahi,4250.913552365358
2024-09-26,Rajshahi,4201.288235101425
2024-09-27,Rajshahi,4723.336534899544
2024-09-28,Rajshahi,5610.160448948163
2024-09-29,Rajshahi,5724.946147521994
2024-09-30,Rajshahi,5329.938343258377
2024-10-01,Rajshahi,5997.215421702493
2024-10-02,Rajshahi,5442.817374004835
2024-10-03,Rajshahi,4750.655759490565
2024-10-04,Rajshahi,5994.159944812659
2024-10-05,Rajshahi,5488.325186157547
2024-10-06,Rajshahi,5439.709145040305
2024-10-07,Rajshahi,6081.872259400072
2024-10-08,Rajshahi,6315.93385592224
2024-10-09,Rajshahi,5608.94415863258
2024-10-10,Rajshahi,5461.195527180474
2024-10-11,Rajshahi,5612.934643885848
2024-10-12,Rajshahi,5313.5997848212955
2024-10-13,Rajshahi,5317.93088370616
2024-10-14,Rajshahi,6061.790247780658
2024-10-15,Rajshahi,6110.983553962809
2024-10-16,Rajshahi,6102.2620859542385
2024-10-17,Rajshahi,4753.233209626828
2024-10-18,Rajshahi,5917.6659496394495
2024-10-19,Rajshahi,5509.196599082994
2024-10-20,Rajshahi,5229.501540971242
2024-10-21,Rajshahi,5430.402913084059
2024-10-22,Rajshahi,5590.129993167838
2024-10-23,Rajshahi,6078.962215817163
2024-10-24,Rajshahi,5310.568966327119
2024-10-25,Rajshahi,5771.345228676772
2024-10-26,Rajshahi,3950.0463465631215
2024-10-27,Rajshahi,5150.03367372594
2024-10-28,Rajshahi,5435.9287248471865
2024-10-29,Rajshahi,5600.317489159057
2024-10-30,Rajshahi,5469.718143965344
2024-10-31,Rajshahi,5494.450993308106
2024-11-01,Rajshahi,5570.316401639742
2024-11-02,Rajshahi,5170.037627884802
2024-11-03,Rajshahi,5835.57200173493
2024-11-04,Rajshahi,5899.9104353160465
2024-11-05,Rajshahi,5432.744201623683
2024-11-06,Rajshahi,5495.478212141997
2024-11-07,Rajshahi,5191.873727373831
2024-11-08,Rajshahi,5556.835580925976
2024-11-09,Rajshahi,5336.57469568491
2024-11-10,Rajshahi,6094.850733552722
2024-11-11,Rajshahi,5677.866919222767
2024-11-12,Rajshahi,5712.605202838887
2024-11-13,Rajshahi,5886.581273273472
2024-11-14,Rajshahi,6058.52567825571
2024-11-15,Rajshahi,5448.328965642451
2024-11-16,Rajshahi,5901.751901668462
2024-11-17,Rajshahi,5861.131722058718
2024-11-18,Rajshahi,6044.739459155817
2024-11-19,Rajshahi,5713.4839610776135
2024-11-20,Rajshahi,5932.3506198088735
2024-11-21,Rajshahi,5867.586508637408
2024-11-22,Rajshahi,5873.743773691952
2024-11-23,Rajshahi,5456.355845990588
2024-11-24,Rajshahi,5766.091311910096
2024-11-25,Rajshahi,5938.924255090556
2024-11-26,Rajshahi,4881.761191959208
2024-11-27,Rajshahi,4441.585676941274
2024-11-28,Rajshahi,4557.66950223199
2024-11-29,Rajshahi,4360.2967821799975
2024-11-30,Rajshahi,4732.295649113398
2024-12-01,Rajshahi,4761.8057767713835
2024-12-02,Rajshahi,4347.948635630881
2024-12-03,Rajshahi,5048.831348159949
2024-12-04,Rajshahi,5148.632792042472
2024-12-05,Rajshahi,4588.542797866278
2024-12-06,Rajshahi,5082.974975077586
2024-12-07,Rajshahi,4819.890537635309
2024-12-08,Rajshahi,5077.481720616579
2024-12-09,Rajshahi,4853.213249546685
2024-12-10,Rajshahi,5129.004754990062
2024-12-11,Rajshahi,4946.37903285331
